userName,content,score
Rose Scent Breeze,"Zalora gimana sih kok mau²nya nampung penipu kayak HANLIM 🤬🤬🤬 harusnya zalora lebih selektif lagi!!! Itu EVERNOON juga masih ada, padahal katanya EVERNOON pemiliknya ada kaitan sama HANLIM Zalora coba dicek lagi EVERNOON juga nipu gak kayak HANLIM!! 🤬🤬🤬",1
Ivan Dwi firmansyah,"Pengiriman gak jelas lamaaaa, status pesanan sudah terkirim, barang gak nyampe""",1
TITI WIDIAWATI AM. Keb Widiawati,Suka dengan pelayanannya yang cepat,5
Ricky Bebel,Baru Pertama mencoba belanja disini mudah2an pelayanan baik,5
Nasek Sella,sy senang belanja di zalora pruduk nya ori semua....buat zalora mantaaap,5
Anisa Wikan,Belanja terakhir mengecewakan. Pesanan ada yg mungkin stoknya habis pengembalian dana lewat wallet yg tidak bisa ditransfer ke rekening. Pengemasan lama pengiriman tidak bisa di tracking. Live chat menurut saya tidak berguna krn tidak memberikan solusi.,1
i ANIMASI,"Sdh 3 kali blanja di zalora ga ada msalah, brang 100% 0ri, pengiriman sesuai jadwal, tips belanja belilah barang yang komennya positif dari konsumen👍👍",5
Ve Jogja,"Parah banget sekarang belanja di zalora di sistem barang sudah terkirim sedangkan nomor resinya dilacak barang gagal di pick up sama kurir,saya sampai datengin ekspdisi juga sama barang blm dkrm sama penjual tapi di zalorq status pemgirimanya terkirim dan sudah ditrima sedangkan saya blm trma barang sama sekali terus nasib duitnya gmana ya chat zalorapun ga mmbntu sama sekali ga ad jawaban pasti cuma copas doang krm email jg blsan emailnya sibuk trs duhhhh",1
Saepul Bahar,rekomendasi,5
Bend 28,buruk di pengiriman,1
nanang priatna,Amanah,5
Halima Ima,beli,5
eka fadlila,paket saya seharusnya sampai tanggal 4 april tapi sampai saat ini blm sampai dan paket saya dari tanggal 2 april saat di lacak tidak ada pergerakan,1
AntonNurwijaya,"Tolong ya kasih fitur chating untuk penjual agar mempermudah komunikasi, untuk selebihnya sudah wort it 👍 thanks",3
Ahmad Saeful Ngadnan,"pengiriman lama melebihi estimasi, masih di daerah DKI aja lama banget",1
ida simarmata,9oo o n,3
Abang Tojeng,Bajunya bagus sih,5
Nehan ridho zalfa,C.o barang hari minggu dtg ny 5 hri g ngotak bgtz tolong dong pilihin kurir yg bagus dikit napa,2
Muhammad Azhar Fauqori,pengiriman lama ga jelas,1
Rita Raysanerotouw,mantap,5
anak pulau83,"Zalora ini aplikasi nya ribet..,chat admin aj ngk bisa..,kebeli kekecilan juga ngk bisa di tukar..,pada hal barang nya mahal mahal",3
hendrik siahaan,nice,4
Ayep Kurniawan,"3 dlu,,pelayanan dan pembelanjaan nya belum di coba.. saya coba dlu,,kalo bagus dua² nya itu saya edit jadi 9 bintang kalo ada",3
Agus Awaludin,"Saya sudah nungguin paket seharian..tiba2 hari ini saya terima WA dri kurir begini "" Maaf Bu saya ga lanjut, menurut saya ga sinkron sama gaji"" apa2an coba..kerja kok bgtu..kalo ngmg gaji gak sesuai jgn ambil paketnya kmrin..lgsg kasih ke org yg mau dn niat kerja",1
Probo Gustomo,"Parah pengiriman nya, ekspedisi nya parah.. Kurir nya aja yg mau anter lgs resign krna parah sistem nya, statsus di kirim tpi blm sampe2 dan gak ada solusi sm sekali dr pihak terkait, mau komen ke brand nya gak ada kolom chat ke toko kaya Shopee yg ada admin nya.. Barang smpe skrg blm smpe jg, dan gak ada konfirmasi apa2, auto uninstall ini mah pas barang datang.. Mau cancel gak bs, parah parah bgt sistem nya ancur",1
Jen Thaib,good,5
Ade Mardiatna,top,5
Reno hardiyanto,semoga lebih sukses zalora lebih cepet pengirimanya,5
Jakarta Christine,Sangat puas dengan produk2nya,5
Kartini Rahayu,suka....🤗,5
Yayan Sopyandi,mntap,5
Gunawan Setia,mancrot prettt,4
Tri M Tri Munasly,produknya bagus,5
Andika Mulya,pembelian pertama diskon besar mantappp... kesananya bakal sering sering CO di zalora nih baru tau hahaha,5
Khairul Azmi,menunngu barang pertma d pesan kalau smpai baru bntang Lima,4
Alhafiz Hz,coba 4 bintang dulu,4
Indah Purnama Rezeki,sya senang dg zalora,5
mirakuru hood,Good,4
Tifani NF,"Sampe skrg barang belum datang hampir 1.5 bulan, Dibatalin kagak bisa! Kapok beli disini, harga mahal koq tidak mengutamakan pelayanan, gilak aja Payah",1
Mazwir Mazwir,bagus saya suka zalora ..sekarang bisa cod,5
Mar Yadi,ok,5
Odhi jaka,Saya tukar pakaian lamanya minta ampun. Barang ga bisa di tracking udah gtu di status gw suruh review kualitas mulu. Gw tuh belom terima njing...,1
Iqsan Sani,Pengiriman lama sekali dan saya susah melacak apalagi menghubungi call center! Sampai skrg belum sama sekali sampai,1
Geminah Geminah,berharap Zalora memperbanyak promo (diskon),5
Sukarno (Suker),udah pernah belanja di ZALORA hasilnya memuaskan,5
ANDI SAMSUNANDAR ST,Bagus,5
Budi Rahmat Julianto,👏😀,5
Agus Amanda,mantap udah lama gak belanja di app ini. jadi kangen pengen belanja lagi semoga masih dengan pelayanan terbaik,5
Tomi Arianto,nice,5
Gen - RAWRR (0perasi),server tolong ditingkatkan. di bln ramadan lelet bener,3
Astry Khairunnisa,"Aplikasi paling bobrok nomer 1 se alam dunia, aneh bgt gabisa batalkan pesanan di aplikasi harus via cs tp di hubungi gada balasan apapun. KECEWA MENDING PAKE SHOPEE/TIKTOK.",1
Visi Sasongko,oke,5
Ades Ade putra,nanti,3
rachmatunnissaa 7,PENGIRIMAN LAMA BANGETTT,1
bag says store,"Min ga usah pake jasa JNE,sumpah tuh ekspedisi lelet lemot paketku diem 3 hari ga jalan. Harusnya hari ini sampai estimasinya,gmn tanggung jawabnya?CS juga ga di follow up sering eror",2
Andry 1946andry,good,5
Wawan Shofwan,semoga sukses,3
Reynaldi Panji Pratama,gokil udah make dari 2022 cs sama masalah pengiriman gaada perubahan. cukup sekian dan terimkasih!,1
josia gurning,baik,5
Muhammad Fausen,baik,5
Maman Suparmansah,"Pertama kali beli di Zalora ternyata pengiriman produk lama bgt, bekasi-bandung butuh waktu 5 hari. Sperti nya belum bagus di bagian logistik ny.",1
vito Andygian,bagus,5
Nursamsu Rasiks,kualitas produknya bagus bagus,3
Nabiella Kivanny,cape bgt rspon live agentnya.,1
Venti Amanda,"Barang gak dikirim², status menunggu terus, chat CS cuma boot aja, buruk sekali zalora",1
Kikhan Dea,Tidak ada fitur untuk membatalkan pesanan 🐒,1
Chikountunglalana Untung Lalana chiko,baguss memuaskan,5
Dwi Aris Nuryanto 1,lumayan,3
Rika Amelia,"Tolong sistemnya jangan dibikin ribet, dan suka ada masalah terkait pemesanan dan pembayaran. Kalo pembayaran saya belum dikonfirmasi jg, balikin saja duitnya.",5
Choir Riyah,sangat memuaskan,5
Abah Cace,Hb mo mo by Dr oi,5
Davit Saputro,mantap,5
Listiana L,"Kecewa, baru sekali beli di zalora, malah barang yang dikirim salah ukuran, mau di kembalikan barang nya malah ngak bisa karena status pengiriman masih dalam pengiriman padahal barang sudah saya terima. Gara2 status pengiriman belum berubah jadi ngak bisa mau refun. Buruk sekali, pesan apa yang dikirim apa, kecewa, mana sudah di transfer pula barangnya",1
Liza Samsung,harganya lebih murah,5
Anto Pangestu,"kualitas, barangnya bagus,harga sangat sangat sesuai,pengiriman cepat, packaging bagus dan aman.",5
levi hariyanto (Lev),ok,4
Adam Riski,the best,5
ROMI AMIN IDRUS,bagus sekali,1
Dessy Natalia,Kereeeeeen,5
Madujaya Group,ok,5
BIG JEE,"Kurir di ZALORA SANGAT MENAKUTKAN ,BARANG TDK DITERIMA KONSUMEN TP STATUSNYA SDH NOTE DITERIMA. BUKTI FOTO PUN TIDAK SESUAI DGN ALAMAT TUJUAN .. BAHAYA JIKA TRS SPT INI. KAMI MEMBELI DGN UANG BUKAN FREE.. PENIPUAN ..!!!",1
Redmi 13c,sangat baik,5
Ahmad Khujairi,"Zalora gimana ini, saya sudah mengembalikan barang smpai sekarang uangnya belum ada di wallet, gimna zalora",1
Wasmi Oppo,good,4
Andi Ahmad,Barang berkualitas harga hemat,5
riszky ramadhani,mantap diskonya banyak ...,5
Bayu Tr Igama,ecommerce terbaik,5
Muhammad Elyas Rahman,terbaik,4
Angga Sept,mantul barangnya,4
nazmi triharja09,Sampah,1
Yanuazir,Tempatnya barang² Eklusive dan elegan,5
ahmad halwa,bagus,5
Adib Firdausi,oke,5
Dwi Ardina,mantap sangat membantu,5
Asmawi Dasuki,good aplication,5
Samuel Widjaya,proses nya cepat banget,5
Ibu Olsi,Langgananku...sukses,5
Tedi Ahmad,good,5
Tiknjo Atmodipoero,Barang selalu bagus,4
Yuky Rizkiani,"Status pengiriman tidak jelas, dari tanggal 15 maret sampai 28 maret barang (dari Malaysia) masih dalam proses bea cukai, tidak bisa dilacak. Customer dibuat menunggu barang yang tidak jelas akan datang atau tidak, tidak ada fitur pembatalan. Buruk sekali, ini jadi orderan terakhir di Zalora.",1
Andy Sejeong,di original,5
Muhammad Gustiendang,Kembang Jagad Trans solusi transportasi anda,5
Dewi Prihatiningsih,"Baru pertama order disini, beli sepatu harga 750 k. Tapiiiii.... status pengiriman selesai dan saya tidak pernah terima barangnya. Zalora coba tanyakan pada kurir Zdex. Barang saya kemana. Apakah di ambil kurir ...!!!!??? Chat ke cs di suruh menunggu...sampai kapan. !!!???. Sumpah...kapok belanja disini. Mending di toko Oren dan hijau deh..Aman.",1
Runan Rifka,knapa pembelian pertama vocer tidak bisa dipakai,5
Ok Ponsel,mantap sering gratis ongkir dan diskonnya yah,5
Atika Sari,"Kecewa belanja di Zalora sudah sebulan lebih pesanan belum dikirim, berkali-kali chat cs pun sangat tidak membantu dan jawabannya selalu sama, ingin membatalkan pesanan pun ditolak, pelayanan sangat buruk, sangat merugikan customer tidak ada solusi untuk membantu customer 👎👎👎",1
Harun Arun,belanja lebih hemat dan puas,5
Asep Iwan,sangat membantu,4
Mike Bode,benarkah semua barang yg dijual asli?,5
AHMAD RIZAINI,gratis ongkir msntab,5
Dewo Murzalin,dilayani,5
JIbnu S,ok,5
Khomsin Husain,belanja pertama di zalora,5
Azzahra01 Tangerang,mantap,5
Om Brewok,mantap👍,3
Lola Herawati,Order dari tanggal 3 maret sampai sekarang belum sampai. Infonya masih proses bea cukai dan tidak bisa di cancel,1
andi nurbachri,mudah dan komunikatif,5
Sartika,Penukaran size aja knp bisa hampir sebulann astagaaa,1
Baby Marsya,bagus,5
Diana Wangsadharma,ok,5
AAN PRANATA,"Tolong di perbaiki, saya pesan produk kurir salah kirim barang ke orang lain saua gak tau ini komennya di mana untuk orang yg belum menerima barang dgn status pesanan selesai.",1
halo hi,Produk dijamin original,5
Primanadia Harvitrananda,Kecewa dgn zalora. Pengiriman dari Malaysia tidak ada update. Kita customer cuma diminta menunggu tanpa kepastian. Cuma kasih penjelasan karena ada kebijakan bea cukai indonesia yg baru. Harusnya zalora bisa kasih solusi opsi refund jika memang sudah melebihi tgl estimasi di aplikasi.,1
Adianty Putri,"Pesanan gua belom sampe ketahan di bea cukai malaysia, ga bisa di batalin duit kemana ini ya allah kesel banget",1
Radit Muhammad,allhamdulilah sekarang sudah bisa pembayaran COD,5
abdullah hamid,Produk bagus2 dan original,4
saskhara faunio,free ongkirnya tolong di tambah lebih banyak,5
setyo prestiyanto,mantab,5
Jefri Din,msh ditunggu,5
Euis Saidah,keren,5
fauzi azimal,Bukan janji tapi bukti,5
utin srimurtiningsih,Produk asli bikin tenang,5
Diah Khomsiatun,Market place penipu model baru... Modusnya jual brng branded murah discount tapi brng e ndak ada.. nanti keterangan pemesanan hanya pngiriman dr luar negeri.. Penipu bgt ni market place.. Ndak lagi2 lah belanja disni.. sarang penipu..,1
wulan shofy,nice,2
Muhamad Yunus,ok,5
Edi Hidayat,Good Job,4
Sabri Ifmi,baik,5
Rumtily Ferdinand,oke lah,5
Indryani Nurf,"Tiba-tiba voucher ilang, ga bisa dipake",1
MrDaeng 88,ok,4
Andri Subagja,msntap,5
Ghufron Fazza,"Pengalaman belanja terakhir, pengiriman sangat buruk. Order barang dari Malaysia sudah hampir sebulan belum dikirim. Status barang juga tidak di-update sejak tgl pertama order. Respon layanan pengaduan juga sangat buruk. Setiap saya tanya dijawab oleh robot dg kalimat yg sama, dicopas² saja jawabannya. Mending belanja di toko online lain daripada di sini, status order jelas dan seller juga mudah di hubungi. Di Zalora, jangan harap seperti itu.",1
AnjasMara Mara,good,5
Athos Ruby,mantap,5
Imel Riberu,Kenapa harganya bukan lagi mode rupiah?,5
Hanya Imajinasi,PENGIRIMANNYA LAMA GA SEPERTI ZALORA WAKTU TAHUN² LALU,1
Dickys ickraem achmad Saihu,smogah barang nya kwalitas bagus semua,5
ANDY BACHTIAR,very good,5
Annisa,barang berkualitas dengan harga pas,5
Dewi Septiani,good shop platform! good quality with affordable price!,5
Jeni Kase,Bagussssss,5
Andri Antule,good,5
Zara and Alde's Daily VLOG,"Selama ini pake zalora aman2 aja sih, walaupun emang harganya lebih mahal dr marketplace lain (dg barang/model yg sama), cuma kecewanya, pernah beli tas dg harga lumayan pricey n terkenal jga brandnya tapi pengemasannya super duper nggk banget, sekelas zalora beli barang yg mayan mahal masa cuma dibungkus pake plastik zalora doang tanpa dilapisi apapun, boro2 dipacking kardus, pake bubble wrap aja nggk, n yg kedua kalinya masih mending sih dikasih kardus, cuma tetep aja gak dilapisin bubble wrap",4
Terang Bulan TV,"Sebenarnya saya sangat suka belanja di zalora ,, namun kendalanya memang di ongkirnya yang jauh dekat dengan tarif sama,, padahal di shooping online lain ongkir menyesuaikan jauh dekat nya dan beda2 tarifnya ,,,",2
Dearna,"Itu tolong ya kurir nya dicek??durasi nya lelet banget Mentang2 gratis,kejambi aja masak 4 hari belum sampai",1
lia suklan,pilihan kecamatan nya tidak lengkap sulit buat masukin alamat.. promo nya cuma sedikit,2
Alfian Syah,Aplikasi nya bagus,5
Andi Erlandinata,amanah,5
aidil akbar,keretaku okee,5
Ghufron Faza,"Saya sangat kecewa dengan order terakhir. Sudah hampir sebulan pesanan belum dikirim. Status pesanan tidak terupdate dari pertama kali transaksi. Mencoba menghubungi Zalora lewat chat, tapi jawabannya selalu sama, dicopas² saja jawabannya. Tidak ada solusi. Ketara sekali yg jawab adalah robot. Sungguh buruk pengiriman dan pelayanan Zalora kepada pelanggan. Berbeda dengan dulu. Ini adalah order terakhir saya, kapok. Buat yg belum belanja di Zalora, mending belanja di toko online lain.",1
Rinti,"Belanja di zalora tidak pernah mengecewakan. Tentang harga sangat terjangkau, sering ada promo",5
Moch Wahib Hasyim,"Assalamu'alaikum.. Pengalaman menyenangkan belanja perdana dg ZALORA,Semoga barang ok & ontime ya.. Sukses sll utk ZALORA.",5
KangAcepArda Cimandala,Brand VIP y masih terbatas,5
Sari Nuriyati,"model baju baju di Zalora bagus bagus pokoknya, I like it.",5
Rian Basudewa,Barang original,5
Ahmad Saipul,terbaik,5
Ria Apriani,Terpercaya,5
Muhammad Ahsan,Mantap,5
Dian Carles,barang jgn sampai tidak sesuai dgn foto,4
Rievan Dwiputra,"parah order dari tanggal 8 tulisanya estimasi tiba tanggal 18 maksimal, sampai tanggal 21 belum ada progres / update apa2 minta cancel ribet banget astaga ni aplikasi",1
Alex Suhendra,terimakasih sudah memudahkan berbelanja,5
Surya Negara,"responsnya cepat,d tunggu paketnya sesuai pesanan atau tidaknya lagi",5
Najip 86,Pengiriman pakai sameday blitz delivery cepat sekali sampainya 🥰,5
Jujum jumhadi,top,5
Tri Yulianie,Ok,5
koko,"Ongkir,, dalam kota termasuk mahal 22rb",3
Deni Zaelani,"Nyaman berbelanja, barang komplit dan branded",5
Zainal ab,semoga sesuai dan tdk mengecewakan,3
MAS RUDI,"Untuk masuk ke keranjang belanja selalu tidak bisa, hanya akun saya saja atau memang semua begitu..",2
Sonny Baskoro,mantap,5
Bilang Hoki,"Pengiriman lama banget di puter"" mulu",1
arief akhsanul,Bagus bangetlah aplikasinya dan banyak vaoucer gratis ongkir banyak baju kaos yang super keren keren dan kece,5
Lovefa Anjani Malika Fazza,Sangat tidak puas karena tidak bisa menjual produk didalam aplikasi ini,1
Dharma Ajie Nur Rois,UX Buruk dan sering eror,2
Falaq Dzakwan,menyenangkan belanja di Zalora.,5
aulia dewi,"Sudah seminggu layanan penukaran barang sangat buruk dan stuck, tidak ada solusi dari CS. Sangat mengecewakan.",1
Leo Tulus,"Barang ditunggu sekian lama , akhirnya datang,semoga dlm hal pengiriman tdk ada masalah lg,semoga kedepn lebih baik",5
Desi Shofiana Sari,"CS nya rese bgt. Mau komplain, tp ada nya bot doang. Ga bs langsung sm ke cs nya!!!!",1
Niko Pasma,aplikasi reel dengan pelayanan terbaik🥰,5
#JLMODELOW,Jelek banget gw pake sehari hape gw langsung kena hack langsung kena virus trus tiba² rumah gw ke bom nuclear sama tiba² hitler nyamperin gw gara ² pake aplikasi ini trus tiba² rumah gw kejatohan tank abis itu meledak duar duar hape gw keriset ampe jungkir balik tujuh keliling ke neraka trus tiba tiba ada babi hutan yang nyamperin rumah gw naik pesawat Jepang trus banzai ke atas rumah gw dan duar duar meledak. Pokoknya gitu deh btw jan install ni apli jelek parak duar duar 💥💥💥💥 meledak cuak,1
Echo Budy,keren,5
Adi yati,mahal banget ongkir nya,5
Madi Bulus,coba dulu,3
rudik al imron,"Maaf, saya tidak bisa login ke aplikasi",1
Yugo Wiji Utomo,mudah dan hemat,5
rizky achmad,barang original semua,5
Azka MUNANDAR,mantaaaaps,5
Mirna Apitasarii,puas,3
Donny Hari Wijaya Santoso,Keren,5
syai Lubis,Kecewa.. barang ndak sampe2 ktrangan di beacukai 3 hari padahal sudh nggu 15 hari.. mau live chat aja kbnyakan prosedur.. mau tanya status pengiriman aja haduhh busuk bgt pokoknya.. jgn2 lagi blnja lwat sini.. busuk busuk banget pokoknya kapok sekapok2 nya blanja disni..,1
Adit tia prayoga,Masalah biaya ongkir nya saya keberatan minn.. pesan beda produk. Beda pula ongkir nya. Tolong di perbaiki dong. Itu tuu keek aplikasi tetangga sebelah. Pesan produk yg beda beda. Biaya ongkir tetap sekali.,3
Carlos Choiba,"Pernah beli levi's 501 dateng KW, dibalikin ngk bisa, sepatu juga gitu. Parah",1
Cicin Ruhaesin,bagus tp mahal2😁,4
Dwi Santho,ahir ahir ini. type type lama yg di up load..,5
Elizabeth linda,ok,5
Dony 89,keren,5
ricky yaputra,"Pembelian barang include member vip, tapi orderan barang dibatalkan zalora tp member vip tetap bayar tidak bisa dibatalkan. TERJEBAK. Pengembalian dana lama . KECEWA",1
Zahra Oktavia,"Saya dikirimkan barang yang rusak, setelah saya kembalikan satu minggu yang lalu, belum ada follow up dari pihak terkait, pelayanan nya lama. Cs saya terus berganti. Saya disuruh nunggu berapa lama lagi hanya untuk uang 300 rb, oleh aplikasi belanja online original seperti ini?",1
Putri Fatmawati,baru pertama kali coba semoga amanah,4
Ahmad Raihan Permana,"Apk gjls, pembayarannya susah bngt, udh nyoba pke gopay, ovo, mbanking ttp gkbsa, mana customer servicenya lama bngt. Dan sering eror",1
Uncle Akm,"Da payah Zalora , masa wajib Vip dulu , mau beli itu wajib vip mau beli ini wajib vip.",3
Susiana Dalimunthe,"Baik, Ok",5
Adi Adi,Sayang sekarang tidak bisa COD. Jadi tidak bisa belanja lagi,2
yulius bambang,buat fitur chat dengan penjual,5
Wiwin Diasari,Kecewa pesanan sy sampai saat ini tidak ada pengiriman ulang😡,1
Chank Uccang,"Kecewa pembatalan pesanan secara sepihak tanpa ada alasan yang jelas. Klu gak niat jualan jangan d diskon barangnya. Udah d transfer awal nunggu proses bea cukai 3 hari ujung""nya di batalkan. Sorry bintangnya aku turunin 😤😡",2
Bpk Gadun,good,5
Mukhlis Nadziri,pertama belanja di Zalora sampai saat ini sih aman2 ajh cuma di pengirimannya sih keluhannya aturan harusnya barang harus sampai hari ini tapi gagal harus di kirim ulang itu ajh sih yg harus di perbaiki dan di tingkatkan lagi biar belanja nya aman dan nyaman,5
Abdul Fachrul,Belanja disini original semua tapi sayang gak ada feature payletter. Coba ada feature payletter jadi mudah mau belanja sering. 1 lagi kendala nya pengiriman lama banget sampai 2 minggu lebih,2
BTG. Bg boy,nice,5
Yogi Cahyo Achmada,👍👍👍👍👍,5
Dani Kurniati,"yg mau download dan beli disini mestiurungkan niat tdk bs return pdhl yg dtg mainan sy sdh terbuka , roda copot dll barang rusak dikirim harus terima2 aja",1
Okan Kanaya,very nice,5
Vibes Vapor,aplikasi fashion top,5
Tian Belver,aplikasi nya membingungkan,4
Sabilal Falah,gg wp diskon ny,5
putry hijau imut,"ongkir nya mahal mahal banget dan vocernya kadang gak bisa di gunain, enakan toko sebelah, ongkir gratis dan bahan ori nya gak kalah",1
Amal Amaludin,baru pertama,3
Heru Topha,"Dulu saya belanja online di zalora,terasa belanja offline ky di mall.karena realpict kemudian yg terpenting ukuran produknya real dan sesuai.jadi ketika beli hampir g pernah salah ukuran. Sekarang di zalora banyak produknya tdk mencantumkan ukuran real produknya.hanya ukuran pembanding secara umum.jadi klo mau beli pilih2ny lama dan takut salah ukuran. Skarang jg jarang ada free ongkir.dulu belanja min 300rb pasti free ongkir",1
DP Chanel,Good,5
Widya wati,Terbaik,5
Masiran,Aduh apk sekarang gak bisa tentukan kisaran harga yg mau di beli,1
Bara Hermawan,josss,5
Rahmad Lasmono,"cepat, mudah",5
Wenny anggraini Makalalag,Sangat Suka sekali dengan semua pelayanan sangat membantu untuk membeli barang brand kualitas asli bagus dan pengiriman cepat bisa dicicil pakai kredivo,5
Dennysumonda Bulex,zolora barang2 ori👍👍👍👍👍,5
Moh Riyaldi (law),saya senang terimakasih,5
Heru Prasetyo,mantap,5
zubaida n.s,"Kalo mo cari outfit gamis kemeja apalah yg branded kyk d mall gt, yg gaya nya beda gak pasaran zalora deh jawabannya. Pernah retur atau tukar size barang tuh jg g ribet yg penting ikutin alur retur di zalora. Pokoknya 3-4thn ini selalu puas bgt kl blanja di zalora. Ada harga ada rupa😘",5
Bachrul Ulum,bagus sekali,3
Haikal Alwitakia,wwg@zawwasw aww s#a£#Zws,1
Adit Maf,baik,5
Ahmad Adi Awaludin,banyak diskon2,5
Raja Max,Produknya keren2,5
Tri Madyo,mantap,5
Edward,"Pengalaman bbrp tahun pake Zalora nilai Plus(+) : Tampilan marketplace nya bagus, produk produknya Ori minus(-) : - Harga barang lebih mahal dibanding marketplace lain, bahkan untuk barang yg sama harga bisa lebih mahal - Chat dengan admin serasa sprti robot krna dibalas sistem - ajukan komplain sangat susah, jd kalau udh salah ukuran or mau retur yah diterima aja dengan ikhlas - Tidak bisa dicancel sekalinya membeli,bahkan sedetik stelah membeli pun tdk bisa dicancel",2
Ramli Lubis,is the best,4
Dimas Maulana Hasby,Proses bea cukai Malaysia estimasi 3 hari kerja nyatanya mau 2 minggu masih ga ada kejelasan. Nanyain ke costumer service jawabnya suruh tunggu aja. Payah pelayanannya,1
ari guna,"Ditunggu, pertama kali pesan di Zalora",4
A M,great,5
Infinix Spy,mantap,5
Hoiruddin Siregar,keren,5
Indra Aria Dika,Duit,2
rahmad hidayat,nice app,5
Hisyam Hamank,Bug,1
Riky Riky,Not Rekomended,1
Dede Ruhiat,memuaskan order di zalora,5
Mahendra simanjuntak Hendra,Perkoperasi,5
caramel,jos,5
Supra yogi,shopping happy,5
Reva Hermawati,sy suka ori semua,5
Khris Cyra Cyra,"Selama ini aman2 aja belanja di Zalora nggak pernah kecewa pengiriman cepat dan kadang bisa banting harga... tapi kadang ada juga yg lebih mahal dari toko, harus rajin2 liat discountan. Trus cuma 1 kali beli di batalin sama zalora karena barang nya habis dan toko lgsg konfirmasi dan uang di kembalikan, barang aman karena merk pasti original.",5
Amri Loop,Quality no. 1,5
okta cha,aslik kereeeen....,5
Fira Firoh,"Parah banget zalora! Pesen kapan, eh sampenya kapan. Lama banget barang datang. Terus ga ada nomor call center. Jadi ga bisa complain. Kalau complain harus lewat app dengan sistem app yang ribet. Bhay abis!",1
noibeasnaweti waruwu,keren,5
deditriradianto skep,"gm 🧅 , ,. T .. ..",5
Suryadi Zhu,Returan keterlaluan lama.,1
Yoanita Lestari,"Untuk respon sangat lamaban ,saya menunggu 2 minggu untuk respon update kendala saya Dan pemesanan yang saya pesan tidak sesuai dengan yg di minta dan datang dengan keadaan box rusak Kecewa ,",2
Putra samudra Perkasa,bagus,5
agus anwar,zalora jempooll..,5
Fajar Hidayat,👍,5
Rafika Nurul Azmi,bintang 3 dulu ya,3
Daniel Simamora,good,5
Detie Purnawati,gak semua produk ada gratis ongkir,4
Saptamaru,baru mencoba kirim barang,2
Kang Budi,keren,5
Iswanto,Ok.. banget,5
Ti-RexGuys 158,Semua barang aman & original 100% pengiriman nya cepat juga 🌟🌟🌟🌟🌟,5
Putu Yunda,semoga barangnya datang sesuai dengan yg di gambar,4
Muhamad hadi Yogi,Saya ketipu 7jt d zalora katanya cuma like postingan youtube aja twnya kmnh2 dan saya percaya jadi ketipu mahal dan eror,1
Fauziah Fauziah,"barangnya ORI, kualitas terjamin",5
HR AC,👍👍,5
Papa Elgo,produknya bagus2,5
Benny Iskandar,"Pengiriman lambat, kapok beli disini dan apknya sering eror ",1
Siti Siti,Pkkmb. Lm nomor,4
Dewi Muljani Saputra,saya mau barang Asli,5
Antonius krisnamurti,terbaik,5
Ine Ananta,Keren,5
Sri Astini,Login aja susah banget ya padahal email dan kata sandi udah benar 🥲,1
Ika Chastuti,layan baik,4
Adi 12,barang x bagus 2 sering beli di sini,5
erwan triyono,mantab bgt barang2 bener2 original bgt di zalora,5
IAFD,Pembayaran harus cepet.. sekalian fitur cancel order..sering maceeeeeet pake gopay. jd dobel order,1
Acenk Nawir,baik,4
FF,"Mantap sih, barang original & gk pernah kecewa order di Zalora, tapi saya product yg tersedia sangat sedikit, perbanyak lagi dong product khusus nya untuk pria kayak jam tangan, bumbag, kacamata & ikat pinggang, soalnya cari jam tangan merek coach & tommy hilfiger barang yg tersedia dikit bgt, ada sekitar 3-4 barang pas di wishlist besoknya udah gada.",4
Karolin Ratu Kadja,Barang barangnya original,5
Nuris MS,"cara ngukur baju gimana? gapaham gw, ribet banget bikin aplikasi. UI-nya jelek. pakai bahasa indoneisa masih nanggung.",2
Heru Satria,bagus,4
Herli Yd,Pengiriman nya sangat burukkk lama banget sampai berhari-hari,1
kuswowo kuswowo,pilihan produk banyak variasi dan mudah prosesnya,5
Dera Apriliah Awaliah,"Saya sarankan jangan pake jne lagi pengirimannya lama sekali, tanya kekurirnya ga ada jawaban, lelet banget kerjanya lebih lelet dari pada ninja expres",4
Haura atsil Lutfiah,keren,5
Juliana Maknaipeku,baik,3
Endang Tatri,Barang sesuai deskripsi,5
Armyn Zulmi,Aplikasi mudah digunakan Banyak bonusnya Barang original,5
Ermawati Fitri,P lll TT tyy yg yyy6 mo;! The h BBM ini;;;; si,5
Dinie Anggari,oke,5
Free Free,Pusatnbelanja terjelek pelayananya,1
Nades pabisa Ades,Bahan bagus dan menarik....keren Comfortable,5
Syarif frank,"gobl*k parah mau masuk ga bisa giliran klik lupa sandi malah muter"" developer ny guuoblll**k",1
Aris Munandar,lumayan,4
Wisnu faisal,Ukuran kecil semua Hoody H&m,1
Muhammad Edi Syahputra Siregar,perdana memakai zalora,3
safrudin safru,terpercaya,5
gunadi indrajit,good,5
rosmaniah bandi,bagus,5
Nonnie Sepang,"Kecewa belanja di zalora, karna 2 kali kesalahan & penanganan yang terlalu lama, komplain di balas komputer atau AI, dan mesti ngetik berkali2 baru bisa live chat dengan gak ngerti orang atau masih Ai karena ada namanya seperti orang , yang pasti kalo ada komplain gak bikin nyaman pembeli menurut pengalaman saya",1
Maryonovski Channel,Barangnya banyak yg bagus dan worth it.,5
Adhitya Dicky,Bagus terbantu,5
